win_path,file_id,start_ms,end_ms,tx,rx,env
processed_10s_2ch\A_B_4__t1752244188864.npy,A_B_4,1752244188864,1752244198864,A,B,4
processed_10s_2ch\A_B_4__t1752244193864.npy,A_B_4,1752244193864,1752244203864,A,B,4
processed_10s_2ch\A_B_4__t1752244198864.npy,A_B_4,1752244198864,1752244208864,A,B,4
processed_10s_2ch\A_B_4__t1752244203864.npy,A_B_4,1752244203864,1752244213864,A,B,4
processed_10s_2ch\A_B_4__t1752244208864.npy,A_B_4,1752244208864,1752244218864,A,B,4
processed_10s_2ch\A_B_4__t1752244213864.npy,A_B_4,1752244213864,1752244223864,A,B,4
processed_10s_2ch\A_B_4__t1752244218864.npy,A_B_4,1752244218864,1752244228864,A,B,4
processed_10s_2ch\A_B_4__t1752244223864.npy,A_B_4,1752244223864,1752244233864,A,B,4
processed_10s_2ch\A_B_4__t1752244228864.npy,A_B_4,1752244228864,1752244238864,A,B,4
processed_10s_2ch\A_B_4__t1752244233864.npy,A_B_4,1752244233864,1752244243864,A,B,4
processed_10s_2ch\A_B_4__t1752244238864.npy,A_B_4,1752244238864,1752244248864,A,B,4
processed_10s_2ch\A_B_4__t1752244243864.npy,A_B_4,1752244243864,1752244253864,A,B,4
processed_10s_2ch\A_B_4__t1752244248864.npy,A_B_4,1752244248864,1752244258864,A,B,4
processed_10s_2ch\A_B_4__t1752244253864.npy,A_B_4,1752244253864,1752244263864,A,B,4
processed_10s_2ch\A_B_4__t1752244258864.npy,A_B_4,1752244258864,1752244268864,A,B,4
processed_10s_2ch\A_B_4__t1752244263864.npy,A_B_4,1752244263864,1752244273864,A,B,4
processed_10s_2ch\A_B_4__t1752244268864.npy,A_B_4,1752244268864,1752244278864,A,B,4
processed_10s_2ch\A_B_4__t1752244273864.npy,A_B_4,1752244273864,1752244283864,A,B,4
processed_10s_2ch\A_B_4__t1752244278864.npy,A_B_4,1752244278864,1752244288864,A,B,4
processed_10s_2ch\A_B_4__t1752244283864.npy,A_B_4,1752244283864,1752244293864,A,B,4
processed_10s_2ch\A_B_4__t1752244288864.npy,A_B_4,1752244288864,1752244298864,A,B,4
processed_10s_2ch\A_B_4__t1752244293864.npy,A_B_4,1752244293864,1752244303864,A,B,4
processed_10s_2ch\A_B_4__t1752244298864.npy,A_B_4,1752244298864,1752244308864,A,B,4
processed_10s_2ch\A_B_4__t1752244303864.npy,A_B_4,1752244303864,1752244313864,A,B,4
processed_10s_2ch\A_B_4__t1752244308864.npy,A_B_4,1752244308864,1752244318864,A,B,4
processed_10s_2ch\A_B_4__t1752244313864.npy,A_B_4,1752244313864,1752244323864,A,B,4
processed_10s_2ch\A_B_4__t1752244318864.npy,A_B_4,1752244318864,1752244328864,A,B,4
processed_10s_2ch\A_B_4__t1752244323864.npy,A_B_4,1752244323864,1752244333864,A,B,4
processed_10s_2ch\A_B_4__t1752244328864.npy,A_B_4,1752244328864,1752244338864,A,B,4
processed_10s_2ch\A_B_4__t1752244333864.npy,A_B_4,1752244333864,1752244343864,A,B,4
processed_10s_2ch\A_B_4__t1752244338864.npy,A_B_4,1752244338864,1752244348864,A,B,4
processed_10s_2ch\A_B_4__t1752244343864.npy,A_B_4,1752244343864,1752244353864,A,B,4
processed_10s_2ch\A_B_4__t1752244348864.npy,A_B_4,1752244348864,1752244358864,A,B,4
processed_10s_2ch\A_B_4__t1752244353864.npy,A_B_4,1752244353864,1752244363864,A,B,4
processed_10s_2ch\A_B_4__t1752244358864.npy,A_B_4,1752244358864,1752244368864,A,B,4
processed_10s_2ch\A_B_4__t1752244363864.npy,A_B_4,1752244363864,1752244373864,A,B,4
processed_10s_2ch\A_B_4__t1752244368864.npy,A_B_4,1752244368864,1752244378864,A,B,4
processed_10s_2ch\A_B_4__t1752244373864.npy,A_B_4,1752244373864,1752244383864,A,B,4
processed_10s_2ch\A_B_4__t1752244378864.npy,A_B_4,1752244378864,1752244388864,A,B,4
processed_10s_2ch\A_B_4__t1752244383864.npy,A_B_4,1752244383864,1752244393864,A,B,4
processed_10s_2ch\A_B_4__t1752244388864.npy,A_B_4,1752244388864,1752244398864,A,B,4
processed_10s_2ch\A_B_4__t1752244393864.npy,A_B_4,1752244393864,1752244403864,A,B,4
processed_10s_2ch\A_B_4__t1752244398864.npy,A_B_4,1752244398864,1752244408864,A,B,4
processed_10s_2ch\A_B_4__t1752244403864.npy,A_B_4,1752244403864,1752244413864,A,B,4
processed_10s_2ch\A_B_4__t1752244408864.npy,A_B_4,1752244408864,1752244418864,A,B,4
processed_10s_2ch\A_B_4__t1752244413864.npy,A_B_4,1752244413864,1752244423864,A,B,4
processed_10s_2ch\A_B_4__t1752244418864.npy,A_B_4,1752244418864,1752244428864,A,B,4
processed_10s_2ch\A_B_4__t1752244423864.npy,A_B_4,1752244423864,1752244433864,A,B,4
processed_10s_2ch\A_B_4__t1752244428864.npy,A_B_4,1752244428864,1752244438864,A,B,4
processed_10s_2ch\A_B_4__t1752244433864.npy,A_B_4,1752244433864,1752244443864,A,B,4
processed_10s_2ch\A_B_4__t1752244438864.npy,A_B_4,1752244438864,1752244448864,A,B,4
processed_10s_2ch\A_B_4__t1752244443864.npy,A_B_4,1752244443864,1752244453864,A,B,4
processed_10s_2ch\A_B_4__t1752244448864.npy,A_B_4,1752244448864,1752244458864,A,B,4
processed_10s_2ch\A_B_4__t1752244453864.npy,A_B_4,1752244453864,1752244463864,A,B,4
processed_10s_2ch\A_B_4__t1752244458864.npy,A_B_4,1752244458864,1752244468864,A,B,4
processed_10s_2ch\A_B_4__t1752244463864.npy,A_B_4,1752244463864,1752244473864,A,B,4
processed_10s_2ch\A_B_4__t1752244468864.npy,A_B_4,1752244468864,1752244478864,A,B,4
processed_10s_2ch\A_B_4__t1752244473864.npy,A_B_4,1752244473864,1752244483864,A,B,4
processed_10s_2ch\A_B_4__t1752244478864.npy,A_B_4,1752244478864,1752244488864,A,B,4
processed_10s_2ch\A_B_4__t1752244483864.npy,A_B_4,1752244483864,1752244493864,A,B,4
processed_10s_2ch\A_B_4__t1752244488864.npy,A_B_4,1752244488864,1752244498864,A,B,4
processed_10s_2ch\A_B_4__t1752244493864.npy,A_B_4,1752244493864,1752244503864,A,B,4
processed_10s_2ch\A_B_4__t1752244498864.npy,A_B_4,1752244498864,1752244508864,A,B,4
processed_10s_2ch\A_B_4__t1752244503864.npy,A_B_4,1752244503864,1752244513864,A,B,4
processed_10s_2ch\A_B_4__t1752244508864.npy,A_B_4,1752244508864,1752244518864,A,B,4
processed_10s_2ch\A_B_4__t1752244513864.npy,A_B_4,1752244513864,1752244523864,A,B,4
processed_10s_2ch\A_B_4__t1752244518864.npy,A_B_4,1752244518864,1752244528864,A,B,4
processed_10s_2ch\A_B_4__t1752244523864.npy,A_B_4,1752244523864,1752244533864,A,B,4
processed_10s_2ch\A_B_4__t1752244528864.npy,A_B_4,1752244528864,1752244538864,A,B,4
processed_10s_2ch\A_B_4__t1752244533864.npy,A_B_4,1752244533864,1752244543864,A,B,4
processed_10s_2ch\A_B_4__t1752244538864.npy,A_B_4,1752244538864,1752244548864,A,B,4
processed_10s_2ch\A_B_4__t1752244543864.npy,A_B_4,1752244543864,1752244553864,A,B,4
processed_10s_2ch\A_B_4__t1752244548864.npy,A_B_4,1752244548864,1752244558864,A,B,4
processed_10s_2ch\A_B_4__t1752244553864.npy,A_B_4,1752244553864,1752244563864,A,B,4
processed_10s_2ch\A_B_4__t1752244558864.npy,A_B_4,1752244558864,1752244568864,A,B,4
processed_10s_2ch\A_B_4__t1752244563864.npy,A_B_4,1752244563864,1752244573864,A,B,4
processed_10s_2ch\A_B_4__t1752244568864.npy,A_B_4,1752244568864,1752244578864,A,B,4
processed_10s_2ch\A_B_4__t1752244573864.npy,A_B_4,1752244573864,1752244583864,A,B,4
processed_10s_2ch\A_B_4__t1752244578864.npy,A_B_4,1752244578864,1752244588864,A,B,4
processed_10s_2ch\A_B_4__t1752244583864.npy,A_B_4,1752244583864,1752244593864,A,B,4
processed_10s_2ch\A_B_4__t1752244588864.npy,A_B_4,1752244588864,1752244598864,A,B,4
processed_10s_2ch\A_B_4__t1752244593864.npy,A_B_4,1752244593864,1752244603864,A,B,4
processed_10s_2ch\A_B_4__t1752244598864.npy,A_B_4,1752244598864,1752244608864,A,B,4
processed_10s_2ch\A_B_4__t1752244603864.npy,A_B_4,1752244603864,1752244613864,A,B,4
processed_10s_2ch\A_B_4__t1752244608864.npy,A_B_4,1752244608864,1752244618864,A,B,4
processed_10s_2ch\A_B_4__t1752244613864.npy,A_B_4,1752244613864,1752244623864,A,B,4
processed_10s_2ch\A_B_4__t1752244618864.npy,A_B_4,1752244618864,1752244628864,A,B,4
processed_10s_2ch\A_B_4__t1752244623864.npy,A_B_4,1752244623864,1752244633864,A,B,4
processed_10s_2ch\A_B_4__t1752244628864.npy,A_B_4,1752244628864,1752244638864,A,B,4
processed_10s_2ch\A_B_4__t1752244633864.npy,A_B_4,1752244633864,1752244643864,A,B,4
processed_10s_2ch\A_B_4__t1752244638864.npy,A_B_4,1752244638864,1752244648864,A,B,4
processed_10s_2ch\A_B_4__t1752244643864.npy,A_B_4,1752244643864,1752244653864,A,B,4
processed_10s_2ch\A_B_4__t1752244648864.npy,A_B_4,1752244648864,1752244658864,A,B,4
processed_10s_2ch\A_B_4__t1752244653864.npy,A_B_4,1752244653864,1752244663864,A,B,4
processed_10s_2ch\A_B_4__t1752244658864.npy,A_B_4,1752244658864,1752244668864,A,B,4
processed_10s_2ch\A_B_4__t1752244663864.npy,A_B_4,1752244663864,1752244673864,A,B,4
processed_10s_2ch\A_B_4__t1752244668864.npy,A_B_4,1752244668864,1752244678864,A,B,4
processed_10s_2ch\A_B_4__t1752244673864.npy,A_B_4,1752244673864,1752244683864,A,B,4
processed_10s_2ch\A_B_4__t1752244678864.npy,A_B_4,1752244678864,1752244688864,A,B,4
processed_10s_2ch\A_B_4__t1752244683864.npy,A_B_4,1752244683864,1752244693864,A,B,4
processed_10s_2ch\A_B_4__t1752244688864.npy,A_B_4,1752244688864,1752244698864,A,B,4
processed_10s_2ch\A_B_4__t1752244693864.npy,A_B_4,1752244693864,1752244703864,A,B,4
processed_10s_2ch\A_B_4__t1752244698864.npy,A_B_4,1752244698864,1752244708864,A,B,4
processed_10s_2ch\A_B_4__t1752244703864.npy,A_B_4,1752244703864,1752244713864,A,B,4
processed_10s_2ch\A_B_4__t1752244708864.npy,A_B_4,1752244708864,1752244718864,A,B,4
processed_10s_2ch\A_B_4__t1752244713864.npy,A_B_4,1752244713864,1752244723864,A,B,4
processed_10s_2ch\A_B_4__t1752244718864.npy,A_B_4,1752244718864,1752244728864,A,B,4
processed_10s_2ch\A_B_4__t1752244723864.npy,A_B_4,1752244723864,1752244733864,A,B,4
processed_10s_2ch\A_B_4__t1752244728864.npy,A_B_4,1752244728864,1752244738864,A,B,4
processed_10s_2ch\A_B_4__t1752244733864.npy,A_B_4,1752244733864,1752244743864,A,B,4
processed_10s_2ch\A_B_4__t1752244738864.npy,A_B_4,1752244738864,1752244748864,A,B,4
processed_10s_2ch\A_B_4__t1752244743864.npy,A_B_4,1752244743864,1752244753864,A,B,4
processed_10s_2ch\A_B_4__t1752244748864.npy,A_B_4,1752244748864,1752244758864,A,B,4
processed_10s_2ch\A_B_4__t1752244753864.npy,A_B_4,1752244753864,1752244763864,A,B,4
processed_10s_2ch\A_B_4__t1752244758864.npy,A_B_4,1752244758864,1752244768864,A,B,4
processed_10s_2ch\A_B_4__t1752244763864.npy,A_B_4,1752244763864,1752244773864,A,B,4
processed_10s_2ch\A_B_4__t1752244768864.npy,A_B_4,1752244768864,1752244778864,A,B,4
processed_10s_2ch\A_B_4__t1752244773864.npy,A_B_4,1752244773864,1752244783864,A,B,4
processed_10s_2ch\A_B_4__t1752244778864.npy,A_B_4,1752244778864,1752244788864,A,B,4
processed_10s_2ch\A_B_4__t1752244783864.npy,A_B_4,1752244783864,1752244793864,A,B,4
processed_10s_2ch\A_B_4__t1752244788864.npy,A_B_4,1752244788864,1752244798864,A,B,4
processed_10s_2ch\A_B_4__t1752244793864.npy,A_B_4,1752244793864,1752244803864,A,B,4
processed_10s_2ch\A_B_4__t1752244798864.npy,A_B_4,1752244798864,1752244808864,A,B,4
processed_10s_2ch\A_B_4__t1752244803864.npy,A_B_4,1752244803864,1752244813864,A,B,4
processed_10s_2ch\A_B_4__t1752244808864.npy,A_B_4,1752244808864,1752244818864,A,B,4
processed_10s_2ch\A_B_4__t1752244813864.npy,A_B_4,1752244813864,1752244823864,A,B,4
processed_10s_2ch\A_B_4__t1752244818864.npy,A_B_4,1752244818864,1752244828864,A,B,4
processed_10s_2ch\A_B_4__t1752244823864.npy,A_B_4,1752244823864,1752244833864,A,B,4
processed_10s_2ch\A_B_4__t1752244828864.npy,A_B_4,1752244828864,1752244838864,A,B,4
processed_10s_2ch\A_B_4__t1752244833864.npy,A_B_4,1752244833864,1752244843864,A,B,4
processed_10s_2ch\A_B_4__t1752244838864.npy,A_B_4,1752244838864,1752244848864,A,B,4
processed_10s_2ch\A_B_4__t1752244843864.npy,A_B_4,1752244843864,1752244853864,A,B,4
processed_10s_2ch\A_B_4__t1752244848864.npy,A_B_4,1752244848864,1752244858864,A,B,4
processed_10s_2ch\A_B_4__t1752244853864.npy,A_B_4,1752244853864,1752244863864,A,B,4
processed_10s_2ch\A_B_4__t1752244858864.npy,A_B_4,1752244858864,1752244868864,A,B,4
processed_10s_2ch\A_B_4__t1752244863864.npy,A_B_4,1752244863864,1752244873864,A,B,4
processed_10s_2ch\A_B_4__t1752244868864.npy,A_B_4,1752244868864,1752244878864,A,B,4
processed_10s_2ch\A_B_4__t1752244873864.npy,A_B_4,1752244873864,1752244883864,A,B,4
processed_10s_2ch\A_B_4__t1752244878864.npy,A_B_4,1752244878864,1752244888864,A,B,4
processed_10s_2ch\A_B_4__t1752244883864.npy,A_B_4,1752244883864,1752244893864,A,B,4
processed_10s_2ch\A_B_4__t1752244888864.npy,A_B_4,1752244888864,1752244898864,A,B,4
processed_10s_2ch\A_B_4__t1752244893864.npy,A_B_4,1752244893864,1752244903864,A,B,4
processed_10s_2ch\A_B_4__t1752244898864.npy,A_B_4,1752244898864,1752244908864,A,B,4
processed_10s_2ch\A_B_4__t1752244903864.npy,A_B_4,1752244903864,1752244913864,A,B,4
processed_10s_2ch\A_B_4__t1752244908864.npy,A_B_4,1752244908864,1752244918864,A,B,4
processed_10s_2ch\A_B_4__t1752244913864.npy,A_B_4,1752244913864,1752244923864,A,B,4
processed_10s_2ch\A_B_4__t1752244918864.npy,A_B_4,1752244918864,1752244928864,A,B,4
processed_10s_2ch\A_B_4__t1752244923864.npy,A_B_4,1752244923864,1752244933864,A,B,4
processed_10s_2ch\A_B_4__t1752244928864.npy,A_B_4,1752244928864,1752244938864,A,B,4
processed_10s_2ch\A_B_4__t1752244933864.npy,A_B_4,1752244933864,1752244943864,A,B,4
processed_10s_2ch\A_B_4__t1752244938864.npy,A_B_4,1752244938864,1752244948864,A,B,4
processed_10s_2ch\A_B_4__t1752244943864.npy,A_B_4,1752244943864,1752244953864,A,B,4
processed_10s_2ch\A_B_4__t1752244948864.npy,A_B_4,1752244948864,1752244958864,A,B,4
processed_10s_2ch\A_B_4__t1752244953864.npy,A_B_4,1752244953864,1752244963864,A,B,4
processed_10s_2ch\A_B_4__t1752244958864.npy,A_B_4,1752244958864,1752244968864,A,B,4
processed_10s_2ch\A_B_4__t1752244963864.npy,A_B_4,1752244963864,1752244973864,A,B,4
processed_10s_2ch\A_B_4__t1752244968864.npy,A_B_4,1752244968864,1752244978864,A,B,4
processed_10s_2ch\A_B_4__t1752244973864.npy,A_B_4,1752244973864,1752244983864,A,B,4
processed_10s_2ch\A_B_4__t1752244978864.npy,A_B_4,1752244978864,1752244988864,A,B,4
processed_10s_2ch\A_B_4__t1752244983864.npy,A_B_4,1752244983864,1752244993864,A,B,4
processed_10s_2ch\A_B_4__t1752244988864.npy,A_B_4,1752244988864,1752244998864,A,B,4
processed_10s_2ch\A_B_4__t1752244993864.npy,A_B_4,1752244993864,1752245003864,A,B,4
processed_10s_2ch\A_B_4__t1752244998864.npy,A_B_4,1752244998864,1752245008864,A,B,4
processed_10s_2ch\A_B_4__t1752245003864.npy,A_B_4,1752245003864,1752245013864,A,B,4
processed_10s_2ch\A_B_4__t1752245008864.npy,A_B_4,1752245008864,1752245018864,A,B,4
processed_10s_2ch\A_B_4__t1752245013864.npy,A_B_4,1752245013864,1752245023864,A,B,4
processed_10s_2ch\A_B_4__t1752245018864.npy,A_B_4,1752245018864,1752245028864,A,B,4
processed_10s_2ch\A_B_4__t1752245023864.npy,A_B_4,1752245023864,1752245033864,A,B,4
processed_10s_2ch\A_B_4__t1752245028864.npy,A_B_4,1752245028864,1752245038864,A,B,4
processed_10s_2ch\A_B_4__t1752245033864.npy,A_B_4,1752245033864,1752245043864,A,B,4
processed_10s_2ch\A_B_4__t1752245038864.npy,A_B_4,1752245038864,1752245048864,A,B,4
processed_10s_2ch\A_B_4__t1752245043864.npy,A_B_4,1752245043864,1752245053864,A,B,4
processed_10s_2ch\A_B_4__t1752245048864.npy,A_B_4,1752245048864,1752245058864,A,B,4
processed_10s_2ch\A_B_4__t1752245053864.npy,A_B_4,1752245053864,1752245063864,A,B,4
processed_10s_2ch\A_B_4__t1752245058864.npy,A_B_4,1752245058864,1752245068864,A,B,4
processed_10s_2ch\A_B_4__t1752245063864.npy,A_B_4,1752245063864,1752245073864,A,B,4
processed_10s_2ch\A_B_4__t1752245068864.npy,A_B_4,1752245068864,1752245078864,A,B,4
processed_10s_2ch\A_B_4__t1752245073864.npy,A_B_4,1752245073864,1752245083864,A,B,4
processed_10s_2ch\A_B_4__t1752245078864.npy,A_B_4,1752245078864,1752245088864,A,B,4
processed_10s_2ch\A_B_4__t1752245083864.npy,A_B_4,1752245083864,1752245093864,A,B,4
processed_10s_2ch\A_B_4__t1752245088864.npy,A_B_4,1752245088864,1752245098864,A,B,4
processed_10s_2ch\A_B_4__t1752245093864.npy,A_B_4,1752245093864,1752245103864,A,B,4
processed_10s_2ch\A_B_4__t1752245098864.npy,A_B_4,1752245098864,1752245108864,A,B,4
processed_10s_2ch\A_B_4__t1752245103864.npy,A_B_4,1752245103864,1752245113864,A,B,4
processed_10s_2ch\A_B_4__t1752245108864.npy,A_B_4,1752245108864,1752245118864,A,B,4
processed_10s_2ch\A_B_4__t1752245113864.npy,A_B_4,1752245113864,1752245123864,A,B,4
processed_10s_2ch\A_B_4__t1752245118864.npy,A_B_4,1752245118864,1752245128864,A,B,4
processed_10s_2ch\A_B_4__t1752245123864.npy,A_B_4,1752245123864,1752245133864,A,B,4
processed_10s_2ch\A_B_4__t1752245128864.npy,A_B_4,1752245128864,1752245138864,A,B,4
processed_10s_2ch\A_B_4__t1752245133864.npy,A_B_4,1752245133864,1752245143864,A,B,4
processed_10s_2ch\A_B_4__t1752245138864.npy,A_B_4,1752245138864,1752245148864,A,B,4
processed_10s_2ch\A_B_4__t1752245143864.npy,A_B_4,1752245143864,1752245153864,A,B,4
processed_10s_2ch\A_B_4__t1752245148864.npy,A_B_4,1752245148864,1752245158864,A,B,4
processed_10s_2ch\A_B_4__t1752245153864.npy,A_B_4,1752245153864,1752245163864,A,B,4
processed_10s_2ch\A_B_4__t1752245158864.npy,A_B_4,1752245158864,1752245168864,A,B,4
processed_10s_2ch\A_B_4__t1752245163864.npy,A_B_4,1752245163864,1752245173864,A,B,4
processed_10s_2ch\A_B_4__t1752245168864.npy,A_B_4,1752245168864,1752245178864,A,B,4
processed_10s_2ch\A_B_4__t1752245173864.npy,A_B_4,1752245173864,1752245183864,A,B,4
processed_10s_2ch\A_B_4__t1752245178864.npy,A_B_4,1752245178864,1752245188864,A,B,4
processed_10s_2ch\A_B_4__t1752245183864.npy,A_B_4,1752245183864,1752245193864,A,B,4
processed_10s_2ch\A_B_4__t1752245188864.npy,A_B_4,1752245188864,1752245198864,A,B,4
processed_10s_2ch\A_B_4__t1752245193864.npy,A_B_4,1752245193864,1752245203864,A,B,4
processed_10s_2ch\A_B_4__t1752245198864.npy,A_B_4,1752245198864,1752245208864,A,B,4
processed_10s_2ch\A_B_4__t1752245203864.npy,A_B_4,1752245203864,1752245213864,A,B,4
processed_10s_2ch\A_B_4__t1752245208864.npy,A_B_4,1752245208864,1752245218864,A,B,4
processed_10s_2ch\A_B_4__t1752245213864.npy,A_B_4,1752245213864,1752245223864,A,B,4
processed_10s_2ch\A_B_4__t1752245218864.npy,A_B_4,1752245218864,1752245228864,A,B,4
processed_10s_2ch\A_B_4__t1752245223864.npy,A_B_4,1752245223864,1752245233864,A,B,4
processed_10s_2ch\A_B_4__t1752245228864.npy,A_B_4,1752245228864,1752245238864,A,B,4
processed_10s_2ch\A_B_4__t1752245233864.npy,A_B_4,1752245233864,1752245243864,A,B,4
processed_10s_2ch\A_B_4__t1752245238864.npy,A_B_4,1752245238864,1752245248864,A,B,4
processed_10s_2ch\A_B_4__t1752245243864.npy,A_B_4,1752245243864,1752245253864,A,B,4
processed_10s_2ch\A_B_4__t1752245248864.npy,A_B_4,1752245248864,1752245258864,A,B,4
processed_10s_2ch\A_B_4__t1752245253864.npy,A_B_4,1752245253864,1752245263864,A,B,4
processed_10s_2ch\A_B_4__t1752245258864.npy,A_B_4,1752245258864,1752245268864,A,B,4
processed_10s_2ch\A_B_4__t1752245263864.npy,A_B_4,1752245263864,1752245273864,A,B,4
processed_10s_2ch\A_B_4__t1752245268864.npy,A_B_4,1752245268864,1752245278864,A,B,4
processed_10s_2ch\A_B_4__t1752245273864.npy,A_B_4,1752245273864,1752245283864,A,B,4
processed_10s_2ch\A_B_4__t1752245278864.npy,A_B_4,1752245278864,1752245288864,A,B,4
processed_10s_2ch\A_B_4__t1752245283864.npy,A_B_4,1752245283864,1752245293864,A,B,4
processed_10s_2ch\A_B_4__t1752245288864.npy,A_B_4,1752245288864,1752245298864,A,B,4
processed_10s_2ch\A_B_4__t1752245293864.npy,A_B_4,1752245293864,1752245303864,A,B,4
processed_10s_2ch\A_B_4__t1752245298864.npy,A_B_4,1752245298864,1752245308864,A,B,4
processed_10s_2ch\A_B_4__t1752245303864.npy,A_B_4,1752245303864,1752245313864,A,B,4
processed_10s_2ch\A_B_4__t1752245308864.npy,A_B_4,1752245308864,1752245318864,A,B,4
processed_10s_2ch\A_B_4__t1752245313864.npy,A_B_4,1752245313864,1752245323864,A,B,4
processed_10s_2ch\A_B_4__t1752245318864.npy,A_B_4,1752245318864,1752245328864,A,B,4
processed_10s_2ch\A_B_4__t1752245323864.npy,A_B_4,1752245323864,1752245333864,A,B,4
processed_10s_2ch\A_B_4__t1752245328864.npy,A_B_4,1752245328864,1752245338864,A,B,4
processed_10s_2ch\A_B_4__t1752245333864.npy,A_B_4,1752245333864,1752245343864,A,B,4
processed_10s_2ch\A_B_4__t1752245338864.npy,A_B_4,1752245338864,1752245348864,A,B,4
processed_10s_2ch\A_B_4__t1752245343864.npy,A_B_4,1752245343864,1752245353864,A,B,4
processed_10s_2ch\A_B_4__t1752245348864.npy,A_B_4,1752245348864,1752245358864,A,B,4
processed_10s_2ch\A_B_4__t1752245353864.npy,A_B_4,1752245353864,1752245363864,A,B,4
processed_10s_2ch\A_B_4__t1752245358864.npy,A_B_4,1752245358864,1752245368864,A,B,4
processed_10s_2ch\A_B_4__t1752245363864.npy,A_B_4,1752245363864,1752245373864,A,B,4
processed_10s_2ch\A_B_4__t1752245368864.npy,A_B_4,1752245368864,1752245378864,A,B,4
processed_10s_2ch\A_B_4__t1752245373864.npy,A_B_4,1752245373864,1752245383864,A,B,4
processed_10s_2ch\A_B_4__t1752245378864.npy,A_B_4,1752245378864,1752245388864,A,B,4
processed_10s_2ch\A_B_4__t1752245383864.npy,A_B_4,1752245383864,1752245393864,A,B,4
processed_10s_2ch\A_B_4__t1752245388864.npy,A_B_4,1752245388864,1752245398864,A,B,4
processed_10s_2ch\A_B_4__t1752245393864.npy,A_B_4,1752245393864,1752245403864,A,B,4
processed_10s_2ch\A_B_4__t1752245398864.npy,A_B_4,1752245398864,1752245408864,A,B,4
processed_10s_2ch\A_B_4__t1752245403864.npy,A_B_4,1752245403864,1752245413864,A,B,4
processed_10s_2ch\A_B_4__t1752245408864.npy,A_B_4,1752245408864,1752245418864,A,B,4
processed_10s_2ch\A_B_4__t1752245413864.npy,A_B_4,1752245413864,1752245423864,A,B,4
processed_10s_2ch\A_B_4__t1752245418864.npy,A_B_4,1752245418864,1752245428864,A,B,4
processed_10s_2ch\A_B_4__t1752245423864.npy,A_B_4,1752245423864,1752245433864,A,B,4
processed_10s_2ch\A_B_4__t1752245428864.npy,A_B_4,1752245428864,1752245438864,A,B,4
processed_10s_2ch\A_B_4__t1752245433864.npy,A_B_4,1752245433864,1752245443864,A,B,4
processed_10s_2ch\A_B_4__t1752245438864.npy,A_B_4,1752245438864,1752245448864,A,B,4
processed_10s_2ch\A_B_4__t1752245443864.npy,A_B_4,1752245443864,1752245453864,A,B,4
processed_10s_2ch\A_B_4__t1752245448864.npy,A_B_4,1752245448864,1752245458864,A,B,4
processed_10s_2ch\A_B_4__t1752245453864.npy,A_B_4,1752245453864,1752245463864,A,B,4
processed_10s_2ch\A_B_4__t1752245458864.npy,A_B_4,1752245458864,1752245468864,A,B,4
processed_10s_2ch\A_B_4__t1752245463864.npy,A_B_4,1752245463864,1752245473864,A,B,4
processed_10s_2ch\A_B_4__t1752245468864.npy,A_B_4,1752245468864,1752245478864,A,B,4
processed_10s_2ch\A_B_4__t1752245473864.npy,A_B_4,1752245473864,1752245483864,A,B,4
processed_10s_2ch\A_B_4__t1752245478864.npy,A_B_4,1752245478864,1752245488864,A,B,4
processed_10s_2ch\A_B_4__t1752245483864.npy,A_B_4,1752245483864,1752245493864,A,B,4
processed_10s_2ch\A_B_4__t1752245488864.npy,A_B_4,1752245488864,1752245498864,A,B,4
processed_10s_2ch\A_B_4__t1752245493864.npy,A_B_4,1752245493864,1752245503864,A,B,4
processed_10s_2ch\A_B_4__t1752245498864.npy,A_B_4,1752245498864,1752245508864,A,B,4
processed_10s_2ch\A_B_4__t1752245503864.npy,A_B_4,1752245503864,1752245513864,A,B,4
processed_10s_2ch\A_B_4__t1752245508864.npy,A_B_4,1752245508864,1752245518864,A,B,4
processed_10s_2ch\A_B_4__t1752245513864.npy,A_B_4,1752245513864,1752245523864,A,B,4
processed_10s_2ch\A_B_4__t1752245518864.npy,A_B_4,1752245518864,1752245528864,A,B,4
processed_10s_2ch\A_B_4__t1752245523864.npy,A_B_4,1752245523864,1752245533864,A,B,4
processed_10s_2ch\A_B_4__t1752245528864.npy,A_B_4,1752245528864,1752245538864,A,B,4
processed_10s_2ch\A_B_5__t1752253285012.npy,A_B_5,1752253285012,1752253295012,A,B,5
processed_10s_2ch\A_B_5__t1752253290012.npy,A_B_5,1752253290012,1752253300012,A,B,5
processed_10s_2ch\A_B_5__t1752253295012.npy,A_B_5,1752253295012,1752253305012,A,B,5
processed_10s_2ch\A_B_5__t1752253300012.npy,A_B_5,1752253300012,1752253310012,A,B,5
processed_10s_2ch\A_B_5__t1752253305012.npy,A_B_5,1752253305012,1752253315012,A,B,5
processed_10s_2ch\A_B_5__t1752253310012.npy,A_B_5,1752253310012,1752253320012,A,B,5
processed_10s_2ch\A_B_5__t1752253315012.npy,A_B_5,1752253315012,1752253325012,A,B,5
processed_10s_2ch\A_B_5__t1752253320012.npy,A_B_5,1752253320012,1752253330012,A,B,5
processed_10s_2ch\A_B_5__t1752253325012.npy,A_B_5,1752253325012,1752253335012,A,B,5
processed_10s_2ch\A_B_5__t1752253330012.npy,A_B_5,1752253330012,1752253340012,A,B,5
